# time        F_Re_MC      F_Im_MC      F_Re_E17      F_Im_E17     F_CL
0.00000000000000000000       nan       nan       1.0000000000       0.0000000000     1.0000000000
0.00000000000000100000       nan       nan       0.9965716971       -0.0761376851     1.0000000000
0.00000000000000200000       nan       nan       0.9863277902       -0.1515694362     1.0000000000
0.00000000000000300000       nan       nan       0.9693905448       -0.2255998190     1.0000000000
0.00000000000000400000       nan       nan       0.9459612899       -0.2975541751     1.0000000000
0.00000000000000500000       nan       nan       0.9163168116       -0.3667884544     1.0000000000
0.00000000000000600000       nan       nan       0.8808044295       -0.4326984003     1.0000000000
0.00000000000000700000       nan       nan       0.8398358783       -0.4947278993     1.0000000000
0.00000000000000800000       nan       nan       0.7938801421       -0.5523763319     1.0000000000
0.00000000000000900000       nan       nan       0.7434554129       -0.6052047897     1.0000000000
0.00000000000001000000       nan       nan       0.6891203647       -0.6528410514     1.0000000000
0.00000000000001100000       nan       nan       0.6314649425       -0.6949832496     1.0000000000
0.00000000000001200000       nan       nan       0.5711008744       -0.7314021864     1.0000000000
0.00000000000001300000       nan       nan       0.5086521143       -0.7619422982     1.0000000000
0.00000000000001400000       nan       nan       0.4447454157       -0.7865212966     1.0000000000
0.00000000000001500000       nan       nan       0.3800012266       -0.8051285466     1.0000000000
0.00000000000001600000       nan       nan       0.3150250799       -0.8178222705     1.0000000000
0.00000000000001700000       nan       nan       0.2503996329       -0.8247256884     1.0000000000
0.00000000000001800000       nan       nan       0.1866774856       -0.8260222284     1.0000000000
0.00000000000001900000       nan       nan       0.1243748840       -0.8219499523     1.0000000000
0.00000000000002000000       nan       nan       0.0639663851       -0.8127953542     1.0000000000
0.00000000000002100000       nan       nan       0.0058805355       -0.7988866938     1.0000000000
0.00000000000002200000       nan       nan       -0.0495034148       -0.7805870273     1.0000000000
0.00000000000002300000       nan       nan       -0.1018577635       -0.7582870955     1.0000000000
0.00000000000002400000       nan       nan       -0.1509075991       -0.7323982174     1.0000000000
0.00000000000002500000       nan       nan       -0.1964310838       -0.7033453332     1.0000000000
0.00000000000002600000       nan       nan       -0.2382588409       -0.6715603176     1.0000000000
0.00000000000002700000       nan       nan       -0.2762725282       -0.6374756764     1.0000000000
0.00000000000002800000       nan       nan       -0.3104026905       -0.6015187167     1.0000000000
0.00000000000002900000       nan       nan       -0.3406259914       -0.5641062628     1.0000000000
0.00000000000003000000       nan       nan       -0.3669619311       -0.5256399748     1.0000000000
0.00000000000003100000       nan       nan       -0.3894691575       -0.4865023026     1.0000000000
0.00000000000003200000       nan       nan       -0.4082414775       -0.4470530973     1.0000000000
0.00000000000003300000       nan       nan       -0.4234036708       -0.4076268796     1.0000000000
0.00000000000003400000       nan       nan       -0.4351072039       -0.3685307547     1.0000000000
0.00000000000003500000       nan       nan       -0.4435259323       -0.3300429477     1.0000000000
0.00000000000003600000       nan       nan       -0.4488518725       -0.2924119247     1.0000000000
0.00000000000003700000       nan       nan       -0.4512911116       -0.2558560540     1.0000000000
0.00000000000003800000       nan       nan       -0.4510599160       -0.2205637583     1.0000000000
0.00000000000003900000       nan       nan       -0.4483810866       -0.1866940999     1.0000000000
0.00000000000004000000       nan       nan       -0.4434805972       -0.1543777434     1.0000000000
0.00000000000004100000       nan       nan       -0.4365845465       -0.1237182344     1.0000000000
0.00000000000004200000       nan       nan       -0.4279164380       -0.0947935371     1.0000000000
0.00000000000004300000       nan       nan       -0.4176947994       -0.0676577730     1.0000000000
0.00000000000004400000       nan       nan       -0.4061311406       -0.0423431080     1.0000000000
0.00000000000004500000       nan       nan       -0.3934282458       -0.0188617364     1.0000000000
0.00000000000004600000       nan       nan       -0.3797787865       0.0027920820     1.0000000000
0.00000000000004700000       nan       nan       -0.3653642398       0.0226399738     1.0000000000
0.00000000000004800000       nan       nan       -0.3503540908       0.0407174277     1.0000000000
0.00000000000004900000       nan       nan       -0.3349052970       0.0570718242     1.0000000000
0.00000000000005000000       nan       nan       -0.3191619879       0.0717605454     1.0000000000
0.00000000000005100000       nan       nan       -0.3032553757       0.0848491830     1.0000000000
0.00000000000005200000       nan       nan       -0.2873038496       0.0964098631     1.0000000000
0.00000000000005300000       nan       nan       -0.2714132267       0.1065196953     1.0000000000
0.00000000000005400000       nan       nan       -0.2556771365       0.1152593572     1.0000000000
0.00000000000005500000       nan       nan       -0.2401775130       0.1227118144     1.0000000000
0.00000000000005600000       nan       nan       -0.2249851718       0.1289611792     1.0000000000
0.00000000000005700000       nan       nan       -0.2101604534       0.1340917054     1.0000000000
0.00000000000005800000       nan       nan       -0.1957539108       0.1381869149     1.0000000000
0.00000000000005900000       nan       nan       -0.1818070281       0.1413288506     1.0000000000
0.00000000000006000000       nan       nan       -0.1683529519       0.1435974484     1.0000000000
0.00000000000006100000       nan       nan       -0.1554172249       0.1450700204     1.0000000000
0.00000000000006200000       nan       nan       -0.1430185107       0.1458208411     1.0000000000
0.00000000000006300000       nan       nan       -0.1311692996       0.1459208259     1.0000000000
0.00000000000006400000       nan       nan       -0.1198765888       0.1454372947     1.0000000000
0.00000000000006500000       nan       nan       -0.1091425322       0.1444338097     1.0000000000
0.00000000000006600000       nan       nan       -0.0989650534       0.1429700796     1.0000000000
0.00000000000006700000       nan       nan       -0.0893384205       0.1411019211     1.0000000000
0.00000000000006800000       nan       nan       -0.0802537809       0.1388812694     1.0000000000
0.00000000000006900000       nan       nan       -0.0716996533       0.1363562305     1.0000000000
0.00000000000007000000       nan       nan       -0.0636623786       0.1335711680     1.0000000000
0.00000000000007100000       nan       nan       -0.0561265298       0.1305668179     1.0000000000
0.00000000000007200000       nan       nan       -0.0490752806       0.1273804259     1.0000000000
0.00000000000007300000       nan       nan       -0.0424907366       0.1240459019     1.0000000000
0.00000000000007400000       nan       nan       -0.0363542284       0.1205939862     1.0000000000
0.00000000000007500000       nan       nan       -0.0306465703       0.1170524256     1.0000000000
0.00000000000007600000       nan       nan       -0.0253482869       0.1134461529     1.0000000000
0.00000000000007700000       nan       nan       -0.0204398082       0.1097974694     1.0000000000
0.00000000000007800000       nan       nan       -0.0159016383       0.1061262271     1.0000000000
0.00000000000007900000       nan       nan       -0.0117144969       0.1024500069     1.0000000000
0.00000000000008000000       nan       nan       -0.0078594394       0.0987842941     1.0000000000
0.00000000000008100000       nan       nan       -0.0043179544       0.0951426476     1.0000000000
0.00000000000008200000       nan       nan       -0.0010720440       0.0915368617     1.0000000000
0.00000000000008300000       nan       nan       0.0018957140       0.0879771218     1.0000000000
0.00000000000008400000       nan       nan       0.0046021178       0.0844721507     1.0000000000
0.00000000000008500000       nan       nan       0.0070633063       0.0810293473     1.0000000000
0.00000000000008600000       nan       nan       0.0092947353       0.0776549164     1.0000000000
0.00000000000008700000       nan       nan       0.0113111636       0.0743539900     1.0000000000
0.00000000000008800000       nan       nan       0.0131266472       0.0711307399     1.0000000000
0.00000000000008900000       nan       nan       0.0147545407       0.0679884817     1.0000000000
0.00000000000009000000       nan       nan       0.0162075045       0.0649297710     1.0000000000
0.00000000000009100000       nan       nan       0.0174975173       0.0619564918     1.0000000000
0.00000000000009200000       nan       nan       0.0186358925       0.0590699366     1.0000000000
0.00000000000009300000       nan       nan       0.0196332973       0.0562708803     1.0000000000
0.00000000000009400000       nan       nan       0.0204997753       0.0535596467     1.0000000000
0.00000000000009500000       nan       nan       0.0212447704       0.0509361688     1.0000000000
0.00000000000009600000       nan       nan       0.0218771519       0.0484000434     1.0000000000
0.00000000000009700000       nan       nan       0.0224052410       0.0459505795     1.0000000000
0.00000000000009800000       nan       nan       0.0228368376       0.0435868426     1.0000000000
0.00000000000009900000       nan       nan       0.0231792470       0.0413076928     1.0000000000
0.00000000000010000000       nan       nan       0.0234393070       0.0391118203     1.0000000000
0.00000000000010100000       nan       nan       0.0236234143       0.0369977751     1.0000000000
0.00000000000010200000       nan       nan       0.0237375504       0.0349639941     1.0000000000
0.00000000000010300000       nan       nan       0.0237873067       0.0330088250     1.0000000000
0.00000000000010400000       nan       nan       0.0237779092       0.0311305460     1.0000000000
0.00000000000010500000       nan       nan       0.0237142417       0.0293273840     1.0000000000
0.00000000000010600000       nan       nan       0.0236008683       0.0275975299     1.0000000000
0.00000000000010700000       nan       nan       0.0234420546       0.0259391510     1.0000000000
0.00000000000010800000       nan       nan       0.0232417885       0.0243504025     1.0000000000
0.00000000000010900000       nan       nan       0.0230037986       0.0228294366     1.0000000000
0.00000000000011000000       nan       nan       0.0227315729       0.0213744096     1.0000000000
0.00000000000011100000       nan       nan       0.0224283753       0.0199834890     1.0000000000
0.00000000000011200000       nan       nan       0.0220972614       0.0186548575     1.0000000000
0.00000000000011300000       nan       nan       0.0217410935       0.0173867178     1.0000000000
0.00000000000011400000       nan       nan       0.0213625539       0.0161772948     1.0000000000
0.00000000000011500000       nan       nan       0.0209641576       0.0150248383     1.0000000000
0.00000000000011600000       nan       nan       0.0205482640       0.0139276244     1.0000000000
0.00000000000011700000       nan       nan       0.0201170873       0.0128839562     1.0000000000
0.00000000000011800000       nan       nan       0.0196727067       0.0118921647     1.0000000000
0.00000000000011900000       nan       nan       0.0192170750       0.0109506084     1.0000000000
0.00000000000012000000       nan       nan       0.0187520266       0.0100576736     1.0000000000
0.00000000000012100000       nan       nan       0.0182792852       0.0092117736     1.0000000000
0.00000000000012200000       nan       nan       0.0178004700       0.0084113482     1.0000000000
0.00000000000012300000       nan       nan       0.0173171022       0.0076548632     1.0000000000
0.00000000000012400000       nan       nan       0.0168306097       0.0069408096     1.0000000000
0.00000000000012500000       nan       nan       0.0163423325       0.0062677024     1.0000000000
0.00000000000012600000       nan       nan       0.0158535269       0.0056340806     1.0000000000
0.00000000000012700000       nan       nan       0.0153653691       0.0050385059     1.0000000000
0.00000000000012800000       nan       nan       0.0148789588       0.0044795627     1.0000000000
0.00000000000012900000       nan       nan       0.0143953224       0.0039558569     1.0000000000
0.00000000000013000000       nan       nan       0.0139154159       0.0034660162     1.0000000000
0.00000000000013100000       nan       nan       0.0134401270       0.0030086892     1.0000000000
0.00000000000013200000       nan       nan       0.0129702778       0.0025825460     1.0000000000
0.00000000000013300000       nan       nan       0.0125066268       0.0021862777     1.0000000000
0.00000000000013400000       nan       nan       0.0120498708       0.0018185966     1.0000000000
0.00000000000013500000       nan       nan       0.0116006467       0.0014782367     1.0000000000
0.00000000000013600000       nan       nan       0.0111595335       0.0011639537     1.0000000000
0.00000000000013700000       nan       nan       0.0107270538       0.0008745261     1.0000000000
0.00000000000013800000       nan       nan       0.0103036753       0.0006087554     1.0000000000
0.00000000000013900000       nan       nan       0.0098898131       0.0003654665     1.0000000000
0.00000000000014000000       nan       nan       0.0094858304       0.0001435093     1.0000000000
0.00000000000014100000       nan       nan       0.0090920410       -0.0000582413     1.0000000000
0.00000000000014200000       nan       nan       0.0087087107       -0.0002408841     1.0000000000
0.00000000000014300000       nan       nan       0.0083360590       -0.0004054909     1.0000000000
0.00000000000014400000       nan       nan       0.0079742610       -0.0005531055     1.0000000000
0.00000000000014500000       nan       nan       0.0076234490       -0.0006847430     1.0000000000
0.00000000000014600000       nan       nan       0.0072837150       -0.0008013888     1.0000000000
0.00000000000014700000       nan       nan       0.0069551120       -0.0009039980     1.0000000000
0.00000000000014800000       nan       nan       0.0066376564       -0.0009934945     1.0000000000
0.00000000000014900000       nan       nan       0.0063313300       -0.0010707704     1.0000000000
0.00000000000015000000       nan       nan       0.0060360820       -0.0011366855     1.0000000000
0.00000000000015100000       nan       nan       0.0057518313       -0.0011920665     1.0000000000
0.00000000000015200000       nan       nan       0.0054784684       -0.0012377072     1.0000000000
0.00000000000015300000       nan       nan       0.0052158579       -0.0012743675     1.0000000000
0.00000000000015400000       nan       nan       0.0049638403       -0.0013027738     1.0000000000
0.00000000000015500000       nan       nan       0.0047222345       -0.0013236187     1.0000000000
0.00000000000015600000       nan       nan       0.0044908395       -0.0013375611     1.0000000000
0.00000000000015700000       nan       nan       0.0042694370       -0.0013452263     1.0000000000
0.00000000000015800000       nan       nan       0.0040577933       -0.0013472062     1.0000000000
0.00000000000015900000       nan       nan       0.0038556610       -0.0013440600     1.0000000000
0.00000000000016000000       nan       nan       0.0036627815       -0.0013363146     1.0000000000
0.00000000000016100000       nan       nan       0.0034788862       -0.0013244648     1.0000000000
0.00000000000016200000       nan       nan       0.0033036991       -0.0013089746     1.0000000000
0.00000000000016300000       nan       nan       0.0031369378       -0.0012902773     1.0000000000
0.00000000000016400000       nan       nan       0.0029783156       -0.0012687772     1.0000000000
0.00000000000016500000       nan       nan       0.0028275428       -0.0012448497     1.0000000000
0.00000000000016600000       nan       nan       0.0026843282       -0.0012188426     1.0000000000
0.00000000000016700000       nan       nan       0.0025483806       -0.0011910773     1.0000000000
0.00000000000016800000       nan       nan       0.0024194097       -0.0011618498     1.0000000000
0.00000000000016900000       nan       nan       0.0022971274       -0.0011314314     1.0000000000
0.00000000000017000000       nan       nan       0.0021812489       -0.0011000705     1.0000000000
0.00000000000017100000       nan       nan       0.0020714936       -0.0010679932     1.0000000000
0.00000000000017200000       nan       nan       0.0019675858       -0.0010354049     1.0000000000
0.00000000000017300000       nan       nan       0.0018692555       -0.0010024909     1.0000000000
0.00000000000017400000       nan       nan       0.0017762391       -0.0009694183     1.0000000000
0.00000000000017500000       nan       nan       0.0016882798       -0.0009363364     1.0000000000
0.00000000000017600000       nan       nan       0.0016051281       -0.0009033784     1.0000000000
0.00000000000017700000       nan       nan       0.0015265424       -0.0008706620     1.0000000000
0.00000000000017800000       nan       nan       0.0014522888       -0.0008382909     1.0000000000
0.00000000000017900000       nan       nan       0.0013821419       -0.0008063556     1.0000000000
0.00000000000018000000       nan       nan       0.0013158844       -0.0007749345     1.0000000000
0.00000000000018100000       nan       nan       0.0012533077       -0.0007440948     1.0000000000
0.00000000000018200000       nan       nan       0.0011942117       -0.0007138934     1.0000000000
0.00000000000018300000       nan       nan       0.0011384047       -0.0006843780     1.0000000000
0.00000000000018400000       nan       nan       0.0010857035       -0.0006555874     1.0000000000
0.00000000000018500000       nan       nan       0.0010359333       -0.0006275531     1.0000000000
0.00000000000018600000       nan       nan       0.0009889275       -0.0006002992     1.0000000000
0.00000000000018700000       nan       nan       0.0009445275       -0.0005738436     1.0000000000
0.00000000000018800000       nan       nan       0.0009025828       -0.0005481988     1.0000000000
0.00000000000018900000       nan       nan       0.0008629503       -0.0005233718     1.0000000000
0.00000000000019000000       nan       nan       0.0008254947       -0.0004993655     1.0000000000
0.00000000000019100000       nan       nan       0.0007900876       -0.0004761786     1.0000000000
0.00000000000019200000       nan       nan       0.0007566077       -0.0004538064     1.0000000000
0.00000000000019300000       nan       nan       0.0007249404       -0.0004322413     1.0000000000
0.00000000000019400000       nan       nan       0.0006949776       -0.0004114729     1.0000000000
0.00000000000019500000       nan       nan       0.0006666173       -0.0003914887     1.0000000000
0.00000000000019600000       nan       nan       0.0006397634       -0.0003722741     1.0000000000
0.00000000000019700000       nan       nan       0.0006143255       -0.0003538131     1.0000000000
0.00000000000019800000       nan       nan       0.0005902183       -0.0003360883     1.0000000000
0.00000000000019900000       nan       nan       0.0005673620       -0.0003190813     1.0000000000
0.00000000000020000000       nan       nan       0.0005456814       -0.0003027727     1.0000000000
0.00000000000020100000       nan       nan       0.0005251059       -0.0002871427     1.0000000000
0.00000000000020200000       nan       nan       0.0005055693       -0.0002721708     1.0000000000
0.00000000000020300000       nan       nan       0.0004870095       -0.0002578364     1.0000000000
0.00000000000020400000       nan       nan       0.0004693682       -0.0002441186     1.0000000000
0.00000000000020500000       nan       nan       0.0004525909       -0.0002309967     1.0000000000
0.00000000000020600000       nan       nan       0.0004366263       -0.0002184497     1.0000000000
0.00000000000020700000       nan       nan       0.0004214266       -0.0002064570     1.0000000000
0.00000000000020800000       nan       nan       0.0004069469       -0.0001949983     1.0000000000
0.00000000000020900000       nan       nan       0.0003931451       -0.0001840534     1.0000000000
0.00000000000021000000       nan       nan       0.0003799819       -0.0001736026     1.0000000000
0.00000000000021100000       nan       nan       0.0003674205       -0.0001636268     1.0000000000
0.00000000000021200000       nan       nan       0.0003554264       -0.0001541069     1.0000000000
0.00000000000021300000       nan       nan       0.0003439673       -0.0001450246     1.0000000000
0.00000000000021400000       nan       nan       0.0003330131       -0.0001363621     1.0000000000
0.00000000000021500000       nan       nan       0.0003225353       -0.0001281020     1.0000000000
0.00000000000021600000       nan       nan       0.0003125077       -0.0001202277     1.0000000000
0.00000000000021700000       nan       nan       0.0003029052       -0.0001127227     1.0000000000
0.00000000000021800000       nan       nan       0.0002937048       -0.0001055714     1.0000000000
0.00000000000021900000       nan       nan       0.0002848846       -0.0000987588     1.0000000000
0.00000000000022000000       nan       nan       0.0002764243       -0.0000922701     1.0000000000
0.00000000000022100000       nan       nan       0.0002683047       -0.0000860915     1.0000000000
0.00000000000022200000       nan       nan       0.0002605079       -0.0000802092     1.0000000000
0.00000000000022300000       nan       nan       0.0002530171       -0.0000746104     1.0000000000
0.00000000000022400000       nan       nan       0.0002458166       -0.0000692827     1.0000000000
0.00000000000022500000       nan       nan       0.0002388915       -0.0000642140     1.0000000000
0.00000000000022600000       nan       nan       0.0002322279       -0.0000593929     1.0000000000
0.00000000000022700000       nan       nan       0.0002258127       -0.0000548084     1.0000000000
0.00000000000022800000       nan       nan       0.0002196337       -0.0000504500     1.0000000000
0.00000000000022900000       nan       nan       0.0002136793       -0.0000463075     1.0000000000
0.00000000000023000000       nan       nan       0.0002079387       -0.0000423715     1.0000000000
0.00000000000023100000       nan       nan       0.0002024015       -0.0000386327     1.0000000000
0.00000000000023200000       nan       nan       0.0001970582       -0.0000350821     1.0000000000
0.00000000000023300000       nan       nan       0.0001918997       -0.0000317115     1.0000000000
0.00000000000023400000       nan       nan       0.0001869173       -0.0000285128     1.0000000000
0.00000000000023500000       nan       nan       0.0001821030       -0.0000254782     1.0000000000
0.00000000000023600000       nan       nan       0.0001774491       -0.0000226005     1.0000000000
0.00000000000023700000       nan       nan       0.0001729485       -0.0000198725     1.0000000000
0.00000000000023800000       nan       nan       0.0001685943       -0.0000172876     1.0000000000
0.00000000000023900000       nan       nan       0.0001643799       -0.0000148394     1.0000000000
0.00000000000024000000       nan       nan       0.0001602994       -0.0000125217     1.0000000000
0.00000000000024100000       nan       nan       0.0001563468       -0.0000103288     1.0000000000
0.00000000000024200000       nan       nan       0.0001525167       -0.0000082549     1.0000000000
0.00000000000024300000       nan       nan       0.0001488039       -0.0000062948     1.0000000000
0.00000000000024400000       nan       nan       0.0001452034       -0.0000044434     1.0000000000
0.00000000000024500000       nan       nan       0.0001417104       -0.0000026958     1.0000000000
0.00000000000024600000       nan       nan       0.0001383207       -0.0000010474     1.0000000000
0.00000000000024700000       nan       nan       0.0001350297       0.0000005064     1.0000000000
0.00000000000024800000       nan       nan       0.0001318336       0.0000019698     1.0000000000
0.00000000000024900000       nan       nan       0.0001287285       0.0000033468     1.0000000000
0.00000000000025000000       nan       nan       0.0001257106       0.0000046414     1.0000000000
0.00000000000025100000       nan       nan       0.0001227766       0.0000058573     1.0000000000
0.00000000000025200000       nan       nan       0.0001199229       0.0000069981     1.0000000000
0.00000000000025300000       nan       nan       0.0001171466       0.0000080671     1.0000000000
0.00000000000025400000       nan       nan       0.0001144444       0.0000090678     1.0000000000
0.00000000000025500000       nan       nan       0.0001118136       0.0000100032     1.0000000000
0.00000000000025600000       nan       nan       0.0001092513       0.0000108763     1.0000000000
0.00000000000025700000       nan       nan       0.0001067549       0.0000116900     1.0000000000
0.00000000000025800000       nan       nan       0.0001043219       0.0000124472     1.0000000000
0.00000000000025900000       nan       nan       0.0001019499       0.0000131505     1.0000000000
0.00000000000026000000       nan       nan       0.0000996365       0.0000138024     1.0000000000
0.00000000000026100000       nan       nan       0.0000973796       0.0000144054     1.0000000000
0.00000000000026200000       nan       nan       0.0000951770       0.0000149619     1.0000000000
0.00000000000026300000       nan       nan       0.0000930268       0.0000154742     1.0000000000
0.00000000000026400000       nan       nan       0.0000909270       0.0000159444     1.0000000000
0.00000000000026500000       nan       nan       0.0000888758       0.0000163747     1.0000000000
0.00000000000026600000       nan       nan       0.0000868714       0.0000167671     1.0000000000
0.00000000000026700000       nan       nan       0.0000849122       0.0000171235     1.0000000000
0.00000000000026800000       nan       nan       0.0000829966       0.0000174458     1.0000000000
0.00000000000026900000       nan       nan       0.0000811231       0.0000177358     1.0000000000
0.00000000000027000000       nan       nan       0.0000792902       0.0000179953     1.0000000000
0.00000000000027100000       nan       nan       0.0000774965       0.0000182259     1.0000000000
0.00000000000027200000       nan       nan       0.0000757408       0.0000184292     1.0000000000
0.00000000000027300000       nan       nan       0.0000740218       0.0000186069     1.0000000000
0.00000000000027400000       nan       nan       0.0000723383       0.0000187603     1.0000000000
0.00000000000027500000       nan       nan       0.0000706892       0.0000188909     1.0000000000
0.00000000000027600000       nan       nan       0.0000690734       0.0000190002     1.0000000000
0.00000000000027700000       nan       nan       0.0000674900       0.0000190893     1.0000000000
0.00000000000027800000       nan       nan       0.0000659379       0.0000191597     1.0000000000
0.00000000000027900000       nan       nan       0.0000644163       0.0000192125     1.0000000000
0.00000000000028000000       nan       nan       0.0000629244       0.0000192488     1.0000000000
0.00000000000028100000       nan       nan       0.0000614612       0.0000192699     1.0000000000
0.00000000000028200000       nan       nan       0.0000600260       0.0000192768     1.0000000000
0.00000000000028300000       nan       nan       0.0000586182       0.0000192704     1.0000000000
0.00000000000028400000       nan       nan       0.0000572370       0.0000192518     1.0000000000
0.00000000000028500000       nan       nan       0.0000558819       0.0000192220     1.0000000000
0.00000000000028600000       nan       nan       0.0000545521       0.0000191817     1.0000000000
0.00000000000028700000       nan       nan       0.0000532471       0.0000191320     1.0000000000
0.00000000000028800000       nan       nan       0.0000519665       0.0000190734     1.0000000000
0.00000000000028900000       nan       nan       0.0000507097       0.0000190069     1.0000000000
0.00000000000029000000       nan       nan       0.0000494761       0.0000189331     1.0000000000
0.00000000000029100000       nan       nan       0.0000482655       0.0000188527     1.0000000000
0.00000000000029200000       nan       nan       0.0000470773       0.0000187664     1.0000000000
0.00000000000029300000       nan       nan       0.0000459111       0.0000186747     1.0000000000
0.00000000000029400000       nan       nan       0.0000447667       0.0000185783     1.0000000000
0.00000000000029500000       nan       nan       0.0000436435       0.0000184776     1.0000000000
0.00000000000029600000       nan       nan       0.0000425414       0.0000183732     1.0000000000
0.00000000000029700000       nan       nan       0.0000414599       0.0000182655     1.0000000000
0.00000000000029800000       nan       nan       0.0000403988       0.0000181550     1.0000000000
0.00000000000029900000       nan       nan       0.0000393577       0.0000180420     1.0000000000
