# Frequency w         I(w)
1.000000       0.00000003324356664168
1.000100       0.00000003324480497002
1.000200       0.00000003324604309572
1.000300       0.00000003324728315005
1.000400       0.00000003324852354182
1.000500       0.00000003324976482565
1.000600       0.00000003325100618117
1.000700       0.00000003325224972469
1.000800       0.00000003325349282358
1.000900       0.00000003325473686651
1.001000       0.00000003325598205140
1.001100       0.00000003325722830786
1.001200       0.00000003325847472534
1.001300       0.00000003325972208582
1.001400       0.00000003326097020641
1.001500       0.00000003326221908771
1.001600       0.00000003326346883710
1.001700       0.00000003326472019198
1.001800       0.00000003326597142165
1.001900       0.00000003326722325076
1.002000       0.00000003326847628996
1.002100       0.00000003326972993036
1.002200       0.00000003327098400480
1.002300       0.00000003327223974982
1.002400       0.00000003327349546349
1.002500       0.00000003327475236935
1.002600       0.00000003327601004307
1.002700       0.00000003327726823498
1.002800       0.00000003327852768576
1.002900       0.00000003327978778704
1.003000       0.00000003328104816353
1.003100       0.00000003328230997365
1.003200       0.00000003328357134486
1.003300       0.00000003328483487993
1.003400       0.00000003328609873386
1.003500       0.00000003328736377745
1.003600       0.00000003328862943392
1.003700       0.00000003328989667564
1.003800       0.00000003329116272290
1.003900       0.00000003329242991488
1.004000       0.00000003329369884169
1.004100       0.00000003329496804786
1.004200       0.00000003329623823110
1.004300       0.00000003329750924354
1.004400       0.00000003329878134434
1.004500       0.00000003330005377096
1.004600       0.00000003330132722382
1.004700       0.00000003330260071258
1.004800       0.00000003330387495019
1.004900       0.00000003330515056045
1.005000       0.00000003330642783593
1.005100       0.00000003330770463786
1.005200       0.00000003330898267161
1.005300       0.00000003331026203318
1.005400       0.00000003331154054513
1.005500       0.00000003331282097107
1.005600       0.00000003331410229839
1.005700       0.00000003331538411414
1.005800       0.00000003331666678877
1.005900       0.00000003331795019220
1.006000       0.00000003331923440485
1.006100       0.00000003332051927060
1.006200       0.00000003332180535641
1.006300       0.00000003332309188140
1.006400       0.00000003332437945982
1.006500       0.00000003332566704329
1.006600       0.00000003332695583919
1.006700       0.00000003332824708038
1.006800       0.00000003332953625398
1.006900       0.00000003333082694579
1.007000       0.00000003333211939583
1.007100       0.00000003333341130611
1.007200       0.00000003333470600897
1.007300       0.00000003333600021059
1.007400       0.00000003333729567210
1.007500       0.00000003333859134010
1.007600       0.00000003333988784493
1.007700       0.00000003334118526124
1.007800       0.00000003334248400665
1.007900       0.00000003334378285814
1.008000       0.00000003334508293814
1.008100       0.00000003334638367743
1.008200       0.00000003334768462741
1.008300       0.00000003334898744019
1.008400       0.00000003335029003308
1.008500       0.00000003335159305854
1.008600       0.00000003335289796133
1.008700       0.00000003335420323254
1.008800       0.00000003335550965288
1.008900       0.00000003335681572736
1.009000       0.00000003335812436000
1.009100       0.00000003335943229425
1.009200       0.00000003336074171265
1.009300       0.00000003336205151844
1.009400       0.00000003336336231414
1.009500       0.00000003336467406603
1.009600       0.00000003336598620261
1.009700       0.00000003336729960313
1.009800       0.00000003336861330638
1.009900       0.00000003336992805633
1.010000       0.00000003337124378471
1.010100       0.00000003337255935025
1.010200       0.00000003337387681572
1.010300       0.00000003337519430164
1.010400       0.00000003337651311109
1.010500       0.00000003337783164015
1.010600       0.00000003337915213090
1.010700       0.00000003338047308247
1.010800       0.00000003338179466566
1.010900       0.00000003338311753865
1.011000       0.00000003338444061338
1.011100       0.00000003338576425922
1.011200       0.00000003338708946472
1.011300       0.00000003338841416247
1.011400       0.00000003338974111370
1.011500       0.00000003339106871014
1.011600       0.00000003339239615153
1.011700       0.00000003339372578269
1.011800       0.00000003339505438149
1.011900       0.00000003339638499128
1.012000       0.00000003339771555088
1.012100       0.00000003339904714979
1.012200       0.00000003340037955026
1.012300       0.00000003340171322702
1.012400       0.00000003340304716756
1.012500       0.00000003340438218701
1.012600       0.00000003340571779591
1.012700       0.00000003340705450305
1.012800       0.00000003340839128899
1.012900       0.00000003340972979296
1.013000       0.00000003341107332485
1.013100       0.00000003341240767592
1.013200       0.00000003341374783046
1.013300       0.00000003341508966557
1.013400       0.00000003341643140120
1.013500       0.00000003341777401982
1.013600       0.00000003341911747174
1.013700       0.00000003342046204076
1.013800       0.00000003342180725997
1.013900       0.00000003342315290111
1.014000       0.00000003342449960865
1.014100       0.00000003342584639538
1.014200       0.00000003342719475601
1.014300       0.00000003342854388501
1.014400       0.00000003342989355851
1.014500       0.00000003343124365356
