# Frequency w         I(w)
1.500000       -0.00000000000000218540
1.500100       0.00000000000000055456
1.500200       0.00000000000000020043
1.500300       -0.00000000000000137116
1.500400       -0.00000000000000043205
1.500500       0.00000000000000006413
1.500600       0.00000000000000079736
1.500700       0.00000000000000016158
1.500800       -0.00000000000000098136
1.500900       -0.00000000000000111881
1.501000       -0.00000000000000018797
1.501100       0.00000000000000114769
1.501200       0.00000000000000098315
1.501300       -0.00000000000000032703
1.501400       -0.00000000000000060311
1.501500       0.00000000000000052238
1.501600       -0.00000000000000200002
1.501700       0.00000000000000059179
1.501800       -0.00000000000000341347
1.501900       0.00000000000000076133
1.502000       -0.00000000000000026588
1.502100       0.00000000000000020491
1.502200       -0.00000000000000163350
1.502300       -0.00000000000000024182
1.502400       0.00000000000000052884
1.502500       -0.00000000000000338067
1.502600       -0.00000000000000085811
1.502700       -0.00000000000000001816
1.502800       0.00000000000000021747
1.502900       -0.00000000000000026787
1.503000       0.00000000000000068183
1.503100       -0.00000000000000055436
1.503200       0.00000000000000009123
1.503300       0.00000000000000122874
1.503400       0.00000000000000088051
1.503500       0.00000000000000058302
1.503600       0.00000000000000042982
1.503700       -0.00000000000000106190
1.503800       -0.00000000000000011316
1.503900       -0.00000000000000010125
1.504000       0.00000000000000028753
1.504100       -0.00000000000000008621
1.504200       -0.00000000000000134533
1.504300       -0.00000000000000144428
1.504400       -0.00000000000000088950
1.504500       0.00000000000000011516
1.504600       0.00000000000000029924
1.504700       0.00000000000000078329
1.504800       -0.00000000000000016853
1.504900       0.00000000000000121183
1.505000       -0.00000000000000017739
1.505100       -0.00000000000000097201
1.505200       -0.00000000000000016692
1.505300       0.00000000000000003658
1.505400       0.00000000000000059863
1.505500       -0.00000000000000067294
1.505600       -0.00000000000000030198
1.505700       0.00000000000000173652
1.505800       0.00000000000000454906
1.505900       -0.00000000000000010234
1.506000       -0.00000000000000022233
1.506100       -0.00000000000000080451
1.506200       -0.00000000000000049708
1.506300       0.00000000000000150615
1.506400       0.00000000000000067953
1.506500       0.00000000000000029993
1.506600       0.00000000000000266128
1.506700       -0.00000000000000160084
1.506800       -0.00000000000000061682
1.506900       0.00000000000000172836
1.507000       0.00000000000000104415
1.507100       0.00000000000000046981
1.507200       -0.00000000000000055348
1.507300       0.00000000000000007099
1.507400       -0.00000000000000018292
1.507500       0.00000000000000163327
1.507600       0.00000000000000004053
1.507700       -0.00000000000000029720
1.507800       -0.00000000000000043464
1.507900       0.00000000000000030154
1.508000       0.00000000000000256431
1.508100       -0.00000000000000030733
1.508200       -0.00000000000000025012
1.508300       -0.00000000000000011613
1.508400       -0.00000000000000073792
1.508500       -0.00000000000000062472
1.508600       0.00000000000000031504
1.508700       -0.00000000000000193840
1.508800       -0.00000000000000003283
1.508900       -0.00000000000000143206
1.509000       0.00000000000000073282
1.509100       0.00000000000000125428
1.509200       0.00000000000000006069
1.509300       -0.00000000000000115767
1.509400       0.00000000000000038987
1.509500       -0.00000000000000127719
1.509600       0.00000000000000007177
