# Frequency w         I(w)
1.500000       -0.00000000000000228822
1.500100       0.00000000000000117026
1.500200       0.00000000000000029316
1.500300       -0.00000000000000132342
1.500400       -0.00000000000000029584
1.500500       0.00000000000000008712
1.500600       0.00000000000000075745
1.500700       0.00000000000000019901
1.500800       0.00000000000000001350
1.500900       -0.00000000000000095190
1.501000       -0.00000000000000006041
1.501100       0.00000000000000110377
1.501200       0.00000000000000101135
1.501300       -0.00000000000000022400
1.501400       -0.00000000000000055478
1.501500       0.00000000000000043917
1.501600       -0.00000000000000142269
1.501700       -0.00000000000000080213
1.501800       -0.00000000000000339552
1.501900       0.00000000000000081988
1.502000       -0.00000000000000014409
1.502100       0.00000000000000021107
1.502200       -0.00000000000000153443
1.502300       -0.00000000000000028858
1.502400       -0.00000000000000120510
1.502500       -0.00000000000000341392
1.502600       -0.00000000000000111198
1.502700       -0.00000000000000002193
1.502800       0.00000000000000021202
1.502900       -0.00000000000000023483
1.503000       0.00000000000000101912
1.503100       0.00000000000000017908
1.503200       -0.00000000000000044245
1.503300       0.00000000000000118814
1.503400       0.00000000000000091032
1.503500       0.00000000000000069420
1.503600       0.00000000000000041274
1.503700       -0.00000000000000110796
1.503800       -0.00000000000000009279
1.503900       0.00000000000000025356
1.504000       -0.00000000000000088719
1.504100       -0.00000000000000010099
1.504200       -0.00000000000000149391
1.504300       -0.00000000000000137304
1.504400       -0.00000000000000106540
1.504500       0.00000000000000018983
1.504600       0.00000000000000030706
1.504700       0.00000000000000066926
1.504800       -0.00000000000000014227
1.504900       0.00000000000000120026
1.505000       -0.00000000000000017291
1.505100       -0.00000000000000092279
1.505200       -0.00000000000000012057
1.505300       0.00000000000000009092
1.505400       -0.00000000000000026832
1.505500       0.00000000000000052907
1.505600       -0.00000000000000034352
1.505700       0.00000000000000146340
1.505800       0.00000000000000452356
1.505900       -0.00000000000000013856
1.506000       -0.00000000000000032982
1.506100       -0.00000000000000082585
1.506200       -0.00000000000000043052
1.506300       0.00000000000000163306
1.506400       0.00000000000000056655
1.506500       0.00000000000000027707
1.506600       0.00000000000000227238
1.506700       -0.00000000000000161198
1.506800       -0.00000000000000058602
1.506900       0.00000000000000006616
1.507000       0.00000000000000107117
1.507100       0.00000000000000046879
1.507200       -0.00000000000000054765
1.507300       0.00000000000000005448
1.507400       -0.00000000000000015612
1.507500       0.00000000000000142939
1.507600       0.00000000000000009959
1.507700       -0.00000000000000081194
1.507800       -0.00000000000000071852
1.507900       0.00000000000000022868
1.508000       0.00000000000000250825
1.508100       -0.00000000000000038755
1.508200       -0.00000000000000030102
1.508300       -0.00000000000000001547
1.508400       -0.00000000000000071212
1.508500       -0.00000000000000042111
1.508600       0.00000000000000037252
1.508700       -0.00000000000000201704
1.508800       -0.00000000000000010735
1.508900       -0.00000000000000150855
1.509000       0.00000000000000066603
1.509100       0.00000000000000127062
1.509200       0.00000000000000380937
1.509300       -0.00000000000000110441
1.509400       0.00000000000000038570
1.509500       -0.00000000000000126991
1.509600       0.00000000000000005319
1.509700       -0.00000000000000191547
1.509800       -0.00000000000000124975
1.509900       -0.00000000000000047631
1.510000       -0.00000000000000173984
1.510100       -0.00000000000000050712
1.510200       0.00000000000000043427
1.510300       0.00000000000000263096
1.510400       0.00000000000000183985
1.510500       0.00000000000000023283
1.510600       0.00000000000000030289
1.510700       -0.00000000000000016650
1.510800       -0.00000000000000118126
1.510900       0.00000000000000078173
1.511000       0.00000000000000085896
1.511100       0.00000000000000013588
1.511200       0.00000000000000138054
1.511300       0.00000000000000106697
1.511400       -0.00000000000000078920
1.511500       -0.00000000000000054287
1.511600       -0.00000000000000145847
1.511700       0.00000000000000088195
1.511800       0.00000000000000035059
1.511900       -0.00000000000000058324
1.512000       -0.00000000000000061567
1.512100       -0.00000000000000188576
1.512200       0.00000000000000006702
1.512300       0.00000000000000095225
1.512400       0.00000000000000360014
1.512500       0.00000000000000016521
1.512600       0.00000000000000004541
1.512700       -0.00000000000000061153
1.512800       -0.00000000000000088208
1.512900       0.00000000000000046201
1.513000       -0.00000000000000029956
1.513100       0.00000000000000041933
1.513200       -0.00000000000000105458
1.513300       -0.00000000000000120608
1.513400       0.00000000000000015956
1.513500       0.00000000000000036067
1.513600       -0.00000000000000007670
1.513700       -0.00000000000000059694
1.513800       -0.00000000000000095044
1.513900       -0.00000000000000363854
1.514000       -0.00000000000000030771
1.514100       -0.00000000000000032752
1.514200       -0.00000000000000094998
1.514300       -0.00000000000000053608
1.514400       -0.00000000000000075887
1.514500       -0.00000000000000031162
1.514600       0.00000000000000128544
1.514700       0.00000000000000061937
1.514800       -0.00000000000000228614
1.514900       0.00000000000000401289
1.515000       -0.00000000000000092386
1.515100       0.00000000000000115968
1.515200       -0.00000000000000045055
