# time        DeltaCorr_Re_MC      DeltaCorr_Im_MC      DeltaCorr_Re_E17      DeltaCorr_Im_E17 
0.0000000000       -0.0000345664       -0.0001229511       0.0009340311       -0.0001229511
0.0000000000       -0.0000362189       -0.0001225752       0.0009323785       -0.0001225752
0.0000000000       -0.0000378787       -0.0001221534       0.0009307187       -0.0001221534
0.0000000000       -0.0000395438       -0.0001216852       0.0009290537       -0.0001216852
0.0000000000       -0.0000412121       -0.0001211699       0.0009273854       -0.0001211699
0.0000000000       -0.0000428817       -0.0001206070       0.0009257157       -0.0001206070
0.0000000000       -0.0000445506       -0.0001199963       0.0009240469       -0.0001199963
0.0000000000       -0.0000462167       -0.0001193375       0.0009223808       -0.0001193375
0.0000000000       -0.0000478779       -0.0001186303       0.0009207195       -0.0001186303
0.0000000000       -0.0000495323       -0.0001178747       0.0009190652       -0.0001178747
0.0000000000       -0.0000511776       -0.0001170708       0.0009174198       -0.0001170708
0.0000000000       -0.0000528120       -0.0001162185       0.0009157855       -0.0001162185
0.0000000000       -0.0000544332       -0.0001153182       0.0009141642       -0.0001153182
0.0000000000       -0.0000560393       -0.0001143700       0.0009125581       -0.0001143700
0.0000000000       -0.0000576282       -0.0001133745       0.0009109692       -0.0001133745
0.0000000000       -0.0000591979       -0.0001123320       0.0009093995       -0.0001123320
0.0000000000       -0.0000607464       -0.0001112431       0.0009078510       -0.0001112431
0.0000000000       -0.0000622718       -0.0001101086       0.0009063257       -0.0001101086
0.0000000000       -0.0000637720       -0.0001089291       0.0009048255       -0.0001089291
0.0000000000       -0.0000652452       -0.0001077055       0.0009033523       -0.0001077055
0.0000000000       -0.0000666894       -0.0001064386       0.0009019080       -0.0001064386
0.0000000000       -0.0000681030       -0.0001051296       0.0009004945       -0.0001051296
0.0000000000       -0.0000694840       -0.0001037795       0.0008991135       -0.0001037795
0.0000000000       -0.0000708307       -0.0001023894       0.0008977667       -0.0001023894
0.0000000000       -0.0000721416       -0.0001009606       0.0008964559       -0.0001009606
0.0000000000       -0.0000734148       -0.0000994945       0.0008951827       -0.0000994945
0.0000000000       -0.0000746489       -0.0000979923       0.0008939486       -0.0000979923
0.0000000000       -0.0000758423       -0.0000964556       0.0008927551       -0.0000964556
0.0000000000       -0.0000769937       -0.0000948860       0.0008916038       -0.0000948860
0.0000000000       -0.0000781015       -0.0000932849       0.0008904959       -0.0000932849
0.0000000000       -0.0000791646       -0.0000916540       0.0008894328       -0.0000916540
0.0000000000       -0.0000801817       -0.0000899950       0.0008884158       -0.0000899950
0.0000000000       -0.0000811516       -0.0000883098       0.0008874459       -0.0000883098
0.0000000000       -0.0000820732       -0.0000866000       0.0008865242       -0.0000866000
0.0000000000       -0.0000829456       -0.0000848676       0.0008856519       -0.0000848676
0.0000000000       -0.0000837678       -0.0000831145       0.0008848297       -0.0000831145
0.0000000000       -0.0000845390       -0.0000813426       0.0008840585       -0.0000813426
0.0000000000       -0.0000852584       -0.0000795538       0.0008833390       -0.0000795538
0.0000000000       -0.0000859255       -0.0000777502       0.0008826720       -0.0000777502
0.0000000000       -0.0000865395       -0.0000759338       0.0008820580       -0.0000759338
0.0000000000       -0.0000871000       -0.0000741067       0.0008814975       -0.0000741067
0.0000000000       -0.0000876066       -0.0000722709       0.0008809908       -0.0000722709
0.0000000000       -0.0000880591       -0.0000704285       0.0008805384       -0.0000704285
0.0000000000       -0.0000884571       -0.0000685817       0.0008801403       -0.0000685817
0.0000000000       -0.0000888006       -0.0000667325       0.0008797968       -0.0000667325
0.0000000000       -0.0000890896       -0.0000648830       0.0008795079       -0.0000648830
0.0000000000       -0.0000893240       -0.0000630354       0.0008792734       -0.0000630354
0.0000000000       -0.0000895041       -0.0000611917       0.0008790934       -0.0000611917
0.0000000000       -0.0000896300       -0.0000593541       0.0008789674       -0.0000593541
0.0000000000       -0.0000897022       -0.0000575247       0.0008788953       -0.0000575247
0.0000000000       -0.0000897210       -0.0000557055       0.0008788765       -0.0000557055
0.0000000000       -0.0000896869       -0.0000538985       0.0008789105       -0.0000538985
0.0000000000       -0.0000896006       -0.0000521058       0.0008789969       -0.0000521058
0.0000000000       -0.0000894626       -0.0000503294       0.0008791348       -0.0000503294
0.0000000000       -0.0000892739       -0.0000485713       0.0008793236       -0.0000485713
0.0000000000       -0.0000890352       -0.0000468333       0.0008795623       -0.0000468333
0.0000000000       -0.0000887474       -0.0000451173       0.0008798500       -0.0000451173
0.0000000000       -0.0000884116       -0.0000434252       0.0008801858       -0.0000434252
0.0000000000       -0.0000880289       -0.0000417589       0.0008805685       -0.0000417589
0.0000000000       -0.0000876004       -0.0000401199       0.0008809970       -0.0000401199
0.0000000000       -0.0000871274       -0.0000385101       0.0008814701       -0.0000385101
0.0000000000       -0.0000866111       -0.0000369310       0.0008819863       -0.0000369310
0.0000000000       -0.0000860530       -0.0000353843       0.0008825445       -0.0000353843
0.0000000000       -0.0000854544       -0.0000338714       0.0008831430       -0.0000338714
0.0000000000       -0.0000848170       -0.0000323938       0.0008837805       -0.0000323938
0.0000000000       -0.0000841421       -0.0000309530       0.0008844553       -0.0000309530
0.0000000000       -0.0000834316       -0.0000295500       0.0008851659       -0.0000295500
0.0000000000       -0.0000826869       -0.0000281864       0.0008859105       -0.0000281864
0.0000000000       -0.0000819099       -0.0000268631       0.0008866875       -0.0000268631
0.0000000000       -0.0000811023       -0.0000255813       0.0008874951       -0.0000255813
0.0000000000       -0.0000802660       -0.0000243420       0.0008883315       -0.0000243420
0.0000000000       -0.0000794026       -0.0000231461       0.0008891948       -0.0000231461
0.0000000000       -0.0000785143       -0.0000219945       0.0008900832       -0.0000219945
